,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
1297,21,20004,OWN,2.0,MEDICAL,B,2500,9.63,0.12,N,2,0
1298,27,44000,MORTGAGE,2.0,MEDICAL,A,7500,8.0,0.17,N,8,0
1299,22,33996,RENT,1.0,DEBTCONSOLIDATION,B,8000,10.51,0.24,N,3,1
1300,22,75000,MORTGAGE,6.0,EDUCATION,A,10600,5.79,0.14,N,2,0
1301,27,58000,RENT,0.0,EDUCATION,C,4600,13.99,0.08,Y,10,0
1302,21,33600,RENT,2.0,MEDICAL,B,12000,11.12,0.36,N,3,1
1303,25,73200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,,0.07,N,2,0
1304,31,35000,MORTGAGE,13.0,MEDICAL,A,2000,,0.06,N,6,0
1305,33,80000,MORTGAGE,4.0,MEDICAL,B,12000,11.14,0.15,N,6,0
1306,24,46700,RENT,5.0,EDUCATION,D,8000,15.65,0.17,Y,3,0
1307,25,60000,RENT,3.0,MEDICAL,C,3000,13.47,0.05,Y,3,1
1308,26,175000,RENT,2.0,EDUCATION,B,17000,9.88,0.1,N,2,0
1309,41,27340,RENT,7.0,DEBTCONSOLIDATION,C,1500,12.99,0.05,Y,15,0
1310,25,30996,RENT,9.0,VENTURE,A,4500,6.92,0.15,N,3,0
1311,35,60000,OWN,1.0,PERSONAL,D,5000,15.7,0.08,N,9,0
1312,24,82726,MORTGAGE,7.0,HOMEIMPROVEMENT,C,20000,,0.24,N,4,0
1313,32,32000,OWN,2.0,VENTURE,C,4000,10.78,0.13,Y,5,0
1314,23,32000,RENT,6.0,PERSONAL,A,3600,9.63,0.11,N,3,0
1315,23,34000,RENT,4.0,VENTURE,A,5000,7.88,0.15,N,4,0
1316,25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,,0.21,N,3,1
1317,31,75000,MORTGAGE,3.0,VENTURE,F,8000,18.21,0.11,Y,7,0
1318,21,33600,OWN,5.0,VENTURE,B,3000,11.83,0.09,N,4,0
1319,23,34008,RENT,5.0,VENTURE,B,3000,10.0,0.09,N,4,0
1320,52,52000,MORTGAGE,2.0,PERSONAL,A,10000,,0.19,N,29,0
1321,33,100000,MORTGAGE,16.0,MEDICAL,B,15000,11.71,0.15,N,9,0
1322,33,25700,RENT,3.0,EDUCATION,B,6700,10.99,0.26,N,10,0
1323,22,21600,RENT,1.0,HOMEIMPROVEMENT,D,2400,16.29,0.11,N,4,1
1324,27,75670,MORTGAGE,0.0,MEDICAL,A,10000,8.94,0.13,N,10,0
1325,27,35000,RENT,4.0,EDUCATION,B,12800,10.0,0.37,N,7,1
1326,31,60000,RENT,2.0,PERSONAL,A,4750,5.99,0.08,N,5,0
1327,25,33000,MORTGAGE,9.0,MEDICAL,B,3000,11.99,0.09,N,2,0
1328,24,12000,OWN,4.0,PERSONAL,B,2500,12.69,0.21,N,4,1
1329,29,20064,RENT,3.0,MEDICAL,C,4400,13.92,0.22,Y,7,0
1330,28,50000,RENT,12.0,MEDICAL,C,8000,14.65,0.16,N,9,0
1331,51,16800,OWN,3.0,PERSONAL,B,1000,11.11,0.06,N,22,0
1332,23,62510,MORTGAGE,5.0,EDUCATION,B,12000,10.74,0.19,N,4,0
1333,22,75000,MORTGAGE,4.0,EDUCATION,C,15000,13.61,0.2,N,4,0
1334,29,54996,RENT,1.0,VENTURE,B,10000,9.99,0.18,N,10,0
1335,28,24000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,9.32,0.21,N,10,0
1336,29,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,7.74,0.06,N,7,0
1337,24,64600,RENT,2.0,PERSONAL,A,5000,7.9,0.08,N,3,0
1338,24,36000,MORTGAGE,8.0,PERSONAL,A,4800,6.91,0.13,N,3,0
1339,23,27000,RENT,6.0,EDUCATION,C,6000,11.66,0.22,Y,3,0
1340,29,84000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,11.83,0.24,N,6,0
1341,28,35000,OWN,2.0,VENTURE,B,15000,,0.43,N,7,0
1342,36,30123,RENT,5.0,MEDICAL,C,2000,14.26,0.07,Y,12,0
1343,26,59000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,500,9.76,0.01,N,2,0
1344,26,67900,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,8.49,0.04,N,4,0
1345,26,145000,RENT,1.0,HOMEIMPROVEMENT,B,10000,10.99,0.07,N,3,0
1346,27,62000,MORTGAGE,6.0,VENTURE,A,3600,7.14,0.06,N,9,0
1347,25,45000,MORTGAGE,0.0,VENTURE,B,17000,11.89,0.38,N,2,0
1348,21,21600,OWN,,VENTURE,A,7125,6.99,0.33,N,3,0
1349,29,30000,RENT,7.0,HOMEIMPROVEMENT,A,9000,6.91,0.3,N,8,1
1350,22,82570,RENT,6.0,VENTURE,C,18000,15.27,0.22,N,2,0
1351,32,49000,RENT,2.0,HOMEIMPROVEMENT,B,12000,11.11,0.24,N,9,1
1352,22,60000,RENT,0.0,MEDICAL,B,15000,11.71,0.25,N,4,0
1353,31,75000,RENT,1.0,MEDICAL,C,10000,13.47,0.13,Y,6,0
1354,32,88500,MORTGAGE,5.0,MEDICAL,C,2700,14.27,0.03,N,10,0
1355,35,43000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,13200,16.77,0.31,Y,9,1
1356,34,90000,MORTGAGE,19.0,VENTURE,C,5000,13.61,0.06,Y,8,0
1357,43,141000,MORTGAGE,9.0,VENTURE,C,15000,12.53,0.11,N,16,0
1358,23,87000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,14.35,0.17,N,2,0
1359,25,65900,RENT,2.0,DEBTCONSOLIDATION,A,10000,8.49,0.15,N,2,0
1360,23,74700,RENT,6.0,PERSONAL,D,24000,12.92,0.32,N,2,1
1361,33,61200,RENT,3.0,MEDICAL,D,7000,14.96,0.1,Y,8,1
1362,21,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,5.42,0.09,N,3,0
1363,28,48000,RENT,0.0,HOMEIMPROVEMENT,C,7000,12.68,0.15,N,10,1
1364,24,48000,MORTGAGE,4.0,EDUCATION,A,5000,5.99,0.1,N,2,0
1365,23,50000,RENT,5.0,PERSONAL,B,6000,11.48,0.12,N,3,0
1366,28,26400,MORTGAGE,4.0,MEDICAL,A,3000,6.17,0.11,N,6,0
1367,26,78000,MORTGAGE,10.0,EDUCATION,A,8325,6.99,0.11,N,4,0
1368,23,32000,MORTGAGE,4.0,EDUCATION,A,2000,5.99,0.06,N,2,0
1369,24,24000,RENT,2.0,EDUCATION,D,3500,15.65,0.15,Y,4,1
1370,22,62400,RENT,6.0,VENTURE,A,9000,8.49,0.14,N,3,0
1371,28,34000,RENT,7.0,MEDICAL,B,9600,10.99,0.28,N,7,0
1372,27,39500,RENT,0.0,MEDICAL,D,2200,,0.06,Y,8,1
1373,26,84191,MORTGAGE,5.0,MEDICAL,A,9000,6.62,0.11,N,4,0
1374,35,59000,RENT,11.0,DEBTCONSOLIDATION,C,2000,13.48,0.03,Y,7,0
1375,34,60000,MORTGAGE,6.0,EDUCATION,E,10500,15.68,0.17,N,10,0
1376,23,69996,RENT,7.0,EDUCATION,B,15000,11.89,0.21,N,4,0
1377,21,28500,OWN,0.0,EDUCATION,C,4800,12.87,0.17,N,3,0
1378,23,124000,RENT,2.0,PERSONAL,C,10000,14.27,0.08,N,3,0
1379,21,25500,RENT,6.0,EDUCATION,C,2000,13.47,0.08,N,2,0
1380,37,39600,RENT,2.0,PERSONAL,C,11500,13.48,0.29,N,15,0
1381,31,45000,RENT,5.0,MEDICAL,A,14000,7.91,0.31,N,5,1
1382,41,138550,MORTGAGE,8.0,MEDICAL,D,23000,14.96,0.14,N,12,1
1383,21,57000,RENT,0.0,EDUCATION,C,10800,13.22,0.19,N,3,0
1384,29,37000,RENT,4.0,HOMEIMPROVEMENT,A,12000,9.63,0.32,N,7,1
1385,37,45000,RENT,1.0,MEDICAL,A,7200,9.63,0.16,N,14,0
1386,30,132000,RENT,14.0,HOMEIMPROVEMENT,B,21500,10.62,0.16,N,8,0
1387,30,72000,MORTGAGE,5.0,MEDICAL,B,20000,10.38,0.28,N,5,0
1388,36,28800,RENT,2.0,MEDICAL,C,6000,15.96,0.21,Y,13,0
1389,40,182004,MORTGAGE,7.0,HOMEIMPROVEMENT,D,25000,16.07,0.14,Y,12,0
1390,28,59004,MORTGAGE,1.0,PERSONAL,A,8000,7.37,0.14,N,6,1
1391,29,28000,RENT,2.0,PERSONAL,D,5000,16.07,0.18,N,8,1
1392,38,50400,RENT,5.0,DEBTCONSOLIDATION,B,10100,11.49,0.2,N,16,0
1393,26,12000,OWN,2.0,HOMEIMPROVEMENT,A,6100,7.51,0.51,N,4,1
1394,28,52000,RENT,4.0,MEDICAL,C,5000,12.23,0.1,Y,9,0
1395,26,75000,MORTGAGE,2.0,VENTURE,A,4000,5.79,0.05,N,3,0
1396,21,45000,MORTGAGE,5.0,EDUCATION,A,18000,7.88,0.4,N,4,0
1397,22,54000,RENT,4.0,DEBTCONSOLIDATION,C,1300,14.27,0.02,Y,2,1
1398,31,120000,MORTGAGE,9.0,VENTURE,A,9000,8.94,0.07,N,6,0
1399,27,71500,MORTGAGE,2.0,EDUCATION,A,15000,,0.21,N,8,0
1400,26,50000,RENT,10.0,PERSONAL,B,18950,,0.38,N,3,1
1401,22,65000,RENT,6.0,PERSONAL,A,16000,7.88,0.25,N,3,0
1402,23,48000,OWN,7.0,MEDICAL,A,2500,5.42,0.05,N,3,0
1403,21,32000,RENT,0.0,PERSONAL,B,12000,,0.38,N,4,1
1404,27,11808,RENT,,MEDICAL,D,1000,14.91,0.08,N,8,1
1405,35,64000,MORTGAGE,11.0,MEDICAL,A,14500,7.66,0.23,N,8,0
1406,36,94000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,4200,5.99,0.04,N,12,0
1407,20,32652,MORTGAGE,0.0,PERSONAL,D,6000,14.61,0.18,N,4,1
1408,23,38000,RENT,7.0,PERSONAL,B,12000,11.71,0.32,N,2,1
1409,29,48000,OWN,6.0,HOMEIMPROVEMENT,C,8000,13.49,0.17,Y,9,0
1410,28,37090,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.12,0.08,N,5,0
1411,24,35000,RENT,4.0,MEDICAL,A,1850,7.12,0.05,N,3,0
1412,28,200000,RENT,0.0,PERSONAL,C,16000,10.91,0.08,Y,9,0
1413,34,110000,OWN,9.0,HOMEIMPROVEMENT,B,20000,,0.18,N,9,0
1414,24,33600,RENT,1.0,PERSONAL,D,7800,16.49,0.23,N,4,1
1415,22,61000,RENT,3.0,MEDICAL,B,5000,9.99,0.08,N,2,0
1416,28,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4400,,0.06,N,5,0
1417,24,77000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,11.99,0.05,N,2,0
1418,39,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,7.88,0.21,N,14,0
1419,29,71000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,7.14,0.06,N,9,0
1420,23,49000,MORTGAGE,7.0,MEDICAL,G,15000,19.82,0.31,Y,3,1
1421,25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0.27,N,3,0
1422,23,90000,RENT,1.0,MEDICAL,B,7000,10.65,0.08,N,2,0
1423,24,89772,RENT,8.0,MEDICAL,C,6000,13.92,0.07,Y,3,0
1424,48,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,7000,14.96,0.1,Y,17,0
1425,25,74678,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4000,10.62,0.05,N,2,0
1426,31,56400,RENT,1.0,VENTURE,B,7500,11.48,0.13,N,10,0
1427,21,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2200,12.42,0.03,N,3,0
1428,34,62100,RENT,1.0,EDUCATION,B,10500,11.26,0.17,N,5,0
1429,25,58000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,17500,13.11,0.3,Y,4,0
1430,27,38000,RENT,5.0,MEDICAL,A,3000,7.49,0.08,N,8,0
1431,25,30000,MORTGAGE,,EDUCATION,D,10625,16.49,0.35,N,4,0
1432,24,30000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.9,0.47,N,2,1
1433,22,75000,RENT,2.0,MEDICAL,C,20000,,0.27,Y,2,0
1434,31,146000,MORTGAGE,12.0,EDUCATION,E,2500,16.7,0.02,N,9,0
1435,26,90000,MORTGAGE,10.0,EDUCATION,A,1000,6.17,0.01,N,4,0
1436,22,45000,OWN,6.0,EDUCATION,A,4750,6.39,0.11,N,4,0
1437,32,33000,RENT,1.0,EDUCATION,A,12000,6.54,0.36,N,8,1
1438,29,47000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,9.76,0.11,N,10,0
1439,29,38004,RENT,3.0,MEDICAL,C,1500,14.35,0.04,Y,10,0
1440,31,40000,RENT,5.0,MEDICAL,B,12000,11.99,0.3,N,5,0
1441,24,51684,RENT,8.0,PERSONAL,B,3000,10.59,0.06,N,2,0
1442,25,75000,MORTGAGE,1.0,VENTURE,A,6000,9.63,0.08,N,4,0
1443,24,48000,RENT,7.0,PERSONAL,B,5600,10.62,0.12,N,2,0
1444,26,183700,RENT,2.0,PERSONAL,D,8000,15.62,0.04,Y,4,1
1445,24,80000,RENT,5.0,MEDICAL,B,12000,12.69,0.15,N,2,0
1446,33,53000,RENT,6.0,HOMEIMPROVEMENT,B,2500,9.99,0.05,N,7,0
1447,22,20000,RENT,5.0,EDUCATION,C,3500,13.11,0.17,N,3,0
1448,31,101416,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,12.87,0.15,Y,8,0
1449,47,25000,OWN,2.0,PERSONAL,C,10750,14.22,0.43,Y,16,0
1450,28,28000,OWN,0.0,MEDICAL,B,3250,12.53,0.12,N,9,0
1451,22,36000,MORTGAGE,6.0,PERSONAL,A,18500,7.9,0.51,N,4,0
1452,32,70000,RENT,2.0,MEDICAL,C,15000,14.27,0.21,Y,5,0
1453,23,84554,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3600,6.03,0.04,N,2,0
1454,29,40000,RENT,3.0,MEDICAL,B,14150,12.69,0.35,N,5,1
1455,34,36129,RENT,3.0,DEBTCONSOLIDATION,C,1800,14.22,0.05,Y,9,0
1456,23,64000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,10.99,0.13,N,2,0
1457,21,16000,RENT,2.0,VENTURE,D,1000,15.65,0.06,Y,3,1
1458,22,50000,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.88,0.1,N,4,0
1459,23,38800,RENT,2.0,EDUCATION,A,14575,,0.38,N,2,1
1460,22,50000,RENT,6.0,EDUCATION,C,11000,13.49,0.22,Y,4,0
1461,28,56664,MORTGAGE,12.0,PERSONAL,D,16300,14.91,0.29,Y,10,1
1462,25,110000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,15000,7.88,0.14,N,2,0
1463,31,50000,RENT,15.0,PERSONAL,A,2000,5.42,0.04,N,8,1
1464,33,130050,MORTGAGE,0.0,MEDICAL,D,10000,14.61,0.07,Y,7,1
1465,28,42000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,12000,9.62,0.29,N,7,0
1466,24,75000,RENT,8.0,PERSONAL,D,12000,,0.16,N,4,0
1467,42,48000,OWN,0.0,PERSONAL,C,3500,14.35,0.07,N,12,0
1468,27,50000,MORTGAGE,4.0,EDUCATION,B,2100,9.91,0.04,N,6,0
1469,23,100000,MORTGAGE,7.0,EDUCATION,A,15000,7.88,0.15,N,4,0
1470,23,80000,MORTGAGE,1.0,EDUCATION,C,12000,13.48,0.15,Y,4,0
1471,25,100000,MORTGAGE,9.0,MEDICAL,B,14000,10.25,0.14,N,2,0
1472,23,64000,RENT,7.0,EDUCATION,D,10325,12.92,0.16,Y,2,1
1473,23,92500,MORTGAGE,5.0,EDUCATION,A,2500,,0.03,N,2,0
1474,27,36000,RENT,3.0,PERSONAL,E,10000,17.19,0.28,Y,7,0
1475,23,60000,MORTGAGE,7.0,PERSONAL,A,6000,8.9,0.1,N,4,0
1476,41,70000,MORTGAGE,1.0,EDUCATION,C,20000,14.26,0.29,N,13,0
1477,30,38168,RENT,5.0,PERSONAL,B,7500,9.76,0.2,N,6,0
1478,24,93500,RENT,2.0,VENTURE,C,6400,13.23,0.07,Y,3,0
1479,22,91234,MORTGAGE,6.0,PERSONAL,B,12000,11.83,0.13,N,2,0
1480,21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13250,5.99,0.25,N,2,0
1481,23,33280,RENT,2.0,EDUCATION,A,10000,7.51,0.3,N,4,0
1482,47,52000,OWN,2.0,VENTURE,B,5000,10.08,0.1,N,12,0
1483,23,123000,RENT,4.0,DEBTCONSOLIDATION,C,2800,13.49,0.02,Y,3,0
1484,23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,2000,6.62,0.04,N,4,0
1485,24,135000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,8800,6.03,0.07,N,2,0
1486,28,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,4000,15.37,0.27,N,10,1
1487,31,62050,RENT,5.0,MEDICAL,D,5800,14.11,0.08,Y,10,1
1488,38,60000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,7.66,0.2,N,15,0
1489,24,20160,RENT,3.0,MEDICAL,C,1500,13.35,0.07,N,4,0
1490,38,20004,OWN,2.0,HOMEIMPROVEMENT,B,6250,,0.31,N,15,0
1491,22,40000,MORTGAGE,1.0,EDUCATION,A,4800,5.42,0.12,N,2,0
1492,27,80000,RENT,5.0,HOMEIMPROVEMENT,A,16000,7.49,0.2,N,8,0
1493,26,85000,MORTGAGE,10.0,PERSONAL,A,12000,6.62,0.14,N,3,0
1494,23,36504,RENT,0.0,EDUCATION,C,4900,12.68,0.13,N,2,0
1495,25,50400,OWN,0.0,HOMEIMPROVEMENT,D,6000,14.59,0.12,N,2,0
1496,22,90000,MORTGAGE,3.0,EDUCATION,C,25000,12.73,0.28,N,4,0
1497,58,100000,RENT,6.0,EDUCATION,A,12000,8.9,0.12,N,30,0
1498,30,52000,MORTGAGE,2.0,PERSONAL,C,18500,10.91,0.36,N,7,0
1499,29,45996,RENT,6.0,EDUCATION,B,3000,9.76,0.07,N,7,0
1500,32,47000,RENT,2.0,EDUCATION,A,8000,8.59,0.17,N,9,0
1501,28,57000,RENT,2.0,VENTURE,D,15000,14.11,0.26,N,10,1
1502,46,104000,MORTGAGE,1.0,EDUCATION,E,30000,18.39,0.29,N,15,1
1503,21,66000,MORTGAGE,5.0,MEDICAL,A,18000,6.91,0.27,N,3,0
1504,26,47000,RENT,7.0,MEDICAL,A,15000,7.9,0.32,N,4,1
1505,26,54828,MORTGAGE,10.0,EDUCATION,E,5000,16.82,0.09,N,4,0
1506,26,54000,MORTGAGE,3.0,MEDICAL,A,5000,5.79,0.09,N,3,0
1507,25,25000,RENT,5.0,MEDICAL,B,9000,11.49,0.36,N,2,1
1508,29,74000,RENT,13.0,HOMEIMPROVEMENT,B,11500,11.71,0.16,N,10,0
1509,25,185000,MORTGAGE,3.0,EDUCATION,A,12000,5.79,0.06,N,3,0
1510,26,45000,MORTGAGE,4.0,PERSONAL,A,11000,8.9,0.24,N,3,0
1511,23,48000,MORTGAGE,0.0,EDUCATION,A,3200,7.51,0.07,N,2,0
1512,26,130000,RENT,2.0,PERSONAL,A,17950,,0.14,N,2,0
1513,41,26400,MORTGAGE,1.0,PERSONAL,D,10300,16.29,0.39,Y,14,1
1514,32,75000,RENT,2.0,PERSONAL,C,7000,12.61,0.09,N,6,0
1515,22,102000,MORTGAGE,3.0,MEDICAL,A,18000,8.49,0.18,N,3,0
1516,49,45000,RENT,2.0,DEBTCONSOLIDATION,C,15000,13.49,0.33,N,12,1
1517,26,100000,RENT,5.0,VENTURE,C,15000,13.49,0.15,Y,4,0
1518,30,61000,MORTGAGE,4.0,PERSONAL,A,4500,6.54,0.07,N,6,0
1519,24,50000,RENT,3.0,EDUCATION,E,12000,17.14,0.24,N,4,0
1520,23,45500,OWN,5.0,EDUCATION,C,14000,14.72,0.31,Y,2,0
1521,23,109200,MORTGAGE,4.0,VENTURE,A,10000,8.63,0.09,N,2,0
1522,39,250000,MORTGAGE,21.0,VENTURE,C,4000,15.23,0.02,N,13,0
1523,28,48996,RENT,12.0,MEDICAL,B,10000,10.37,0.2,N,9,1
1524,23,62400,RENT,0.0,VENTURE,A,12000,6.91,0.19,N,3,0
1525,30,50000,OWN,4.0,VENTURE,C,3000,14.22,0.06,Y,10,0
1526,22,38423,MORTGAGE,6.0,EDUCATION,A,2000,8.49,0.05,N,3,0
1527,31,91800,MORTGAGE,0.0,MEDICAL,A,2225,7.43,0.02,N,5,1
1528,26,46000,RENT,10.0,DEBTCONSOLIDATION,A,2500,8.49,0.05,N,4,0
1529,28,50000,RENT,4.0,PERSONAL,A,15000,7.49,0.3,N,6,0
1530,25,73248,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,11.11,0.16,N,4,1
1531,31,98000,OWN,10.0,HOMEIMPROVEMENT,A,5100,6.03,0.05,N,6,0
1532,25,52500,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7000,5.79,0.13,N,4,0
1533,23,30000,MORTGAGE,7.0,MEDICAL,A,4600,7.9,0.15,N,3,0
1534,23,30000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,2200,,0.07,N,3,1
1535,35,38760,RENT,2.0,MEDICAL,F,8000,18.09,0.21,Y,7,1
1536,24,91800,OWN,8.0,MEDICAL,E,10000,19.29,0.09,N,2,1
1537,30,34000,RENT,0.0,VENTURE,B,4000,10.95,0.12,N,10,0
1538,29,63000,MORTGAGE,5.0,MEDICAL,B,7400,10.99,0.12,N,10,0
1539,36,60000,MORTGAGE,2.0,VENTURE,C,8000,13.92,0.13,Y,14,0
1540,41,98004,MORTGAGE,25.0,DEBTCONSOLIDATION,C,12000,13.57,0.12,N,15,0
1541,25,153600,MORTGAGE,1.0,DEBTCONSOLIDATION,A,18000,6.99,0.12,N,2,0
1542,22,46000,RENT,3.0,DEBTCONSOLIDATION,A,8000,6.17,0.17,N,2,0
1543,30,39996,RENT,2.0,DEBTCONSOLIDATION,C,4000,12.99,0.1,Y,9,0
1544,26,109200,MORTGAGE,10.0,PERSONAL,A,2300,7.9,0.02,N,4,0
1545,27,36600,MORTGAGE,6.0,VENTURE,A,5000,5.42,0.14,N,5,0
1546,34,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,24000,11.49,0.28,N,7,0
1547,28,50400,MORTGAGE,4.0,VENTURE,A,12000,,0.24,N,8,0
1548,40,21408,MORTGAGE,,MEDICAL,B,1500,11.12,0.07,N,17,0
1549,29,109900,MORTGAGE,9.0,EDUCATION,C,15000,13.47,0.14,Y,10,1
1550,30,25000,MORTGAGE,,DEBTCONSOLIDATION,B,7000,10.99,0.28,N,10,0
1551,25,115000,RENT,2.0,VENTURE,B,8000,11.71,0.07,N,4,0
1552,37,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,12.69,0.06,N,11,0
1553,28,72000,MORTGAGE,3.0,EDUCATION,C,28000,15.96,0.39,N,10,0
1554,26,30000,OWN,3.0,PERSONAL,B,7000,9.99,0.23,N,2,0
1555,22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,0.08,Y,3,1
1556,35,91000,MORTGAGE,14.0,EDUCATION,A,4000,7.29,0.04,N,9,0
1557,42,25000,RENT,,MEDICAL,A,10000,6.99,0.4,N,17,1
1558,22,24000,OWN,4.0,PERSONAL,C,4750,,0.2,Y,3,0
1559,23,45286,RENT,5.0,PERSONAL,A,8000,7.29,0.18,N,4,0
1560,33,56312,RENT,2.0,HOMEIMPROVEMENT,B,3000,11.71,0.05,N,9,0
1561,23,36000,RENT,5.0,MEDICAL,B,10000,9.99,0.28,N,4,0
1562,24,65000,OWN,8.0,EDUCATION,A,9000,7.29,0.14,N,4,0
1563,28,68000,MORTGAGE,12.0,PERSONAL,C,15000,,0.22,N,8,0
1564,26,30000,RENT,2.0,DEBTCONSOLIDATION,E,6000,16.77,0.2,N,2,1
1565,27,48000,RENT,9.0,DEBTCONSOLIDATION,C,14000,13.79,0.29,N,10,1
1566,29,111740,MORTGAGE,4.0,PERSONAL,C,5000,14.27,0.04,Y,6,0
1567,22,48000,RENT,2.0,DEBTCONSOLIDATION,A,9000,7.88,0.19,N,2,0
1568,28,52000,RENT,12.0,VENTURE,A,10000,6.92,0.19,N,8,0
1569,25,117014,MORTGAGE,5.0,EDUCATION,A,8400,7.29,0.07,N,3,0
1570,29,48000,MORTGAGE,3.0,PERSONAL,C,17375,14.27,0.36,Y,5,0
1571,24,55000,RENT,8.0,MEDICAL,B,16800,,0.31,N,4,1
1572,30,30000,MORTGAGE,6.0,EDUCATION,B,10000,9.91,0.33,N,10,0
1573,33,36000,MORTGAGE,17.0,PERSONAL,B,6250,12.69,0.17,N,6,0
1574,44,73500,OWN,2.0,VENTURE,B,20000,12.18,0.27,N,17,0
1575,26,85000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,4650,13.49,0.05,Y,3,0
1576,23,43600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,,0.57,N,3,1
1577,25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,16.0,0.1,N,2,1
1578,26,55560,RENT,5.0,MEDICAL,C,1450,14.27,0.03,N,3,0
1579,31,65000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0.18,N,6,0
1580,24,54000,RENT,1.0,DEBTCONSOLIDATION,D,10000,14.11,0.19,N,4,1
1581,29,43958,MORTGAGE,3.0,VENTURE,A,7000,,0.16,N,8,0
1582,36,250000,RENT,2.0,DEBTCONSOLIDATION,A,20000,7.88,0.08,N,17,0
1583,46,60000,RENT,5.0,MEDICAL,B,4800,12.12,0.08,N,16,0
1584,23,17004,RENT,3.0,MEDICAL,A,5000,6.54,0.29,N,2,1
1585,28,42000,RENT,4.0,MEDICAL,B,3000,10.25,0.07,N,10,0
1586,30,63552,RENT,,MEDICAL,B,6000,11.49,0.09,N,7,0
1587,24,40000,RENT,5.0,PERSONAL,B,10000,11.99,0.25,N,4,0
1588,30,75600,RENT,0.0,PERSONAL,B,25000,9.99,0.33,N,8,1
1589,24,43000,MORTGAGE,6.0,MEDICAL,B,6000,10.65,0.14,N,3,0
1590,36,59800,MORTGAGE,20.0,VENTURE,D,18200,18.25,0.3,Y,15,0
1591,39,63000,MORTGAGE,0.0,PERSONAL,A,15000,,0.24,N,15,0
1592,29,32000,RENT,10.0,HOMEIMPROVEMENT,D,9250,15.65,0.29,N,7,1
1593,31,21000,RENT,13.0,EDUCATION,D,3000,15.28,0.14,Y,8,0
1594,39,54000,MORTGAGE,23.0,HOMEIMPROVEMENT,B,9000,11.71,0.17,N,12,0
1595,33,81000,MORTGAGE,2.0,VENTURE,B,7500,10.08,0.09,N,9,0
1596,30,150000,RENT,2.0,VENTURE,B,21000,12.62,0.14,N,9,0
1597,24,67500,MORTGAGE,3.0,PERSONAL,A,3000,7.88,0.04,N,4,0
1598,24,41600,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,0.24,N,2,0
1599,27,80000,MORTGAGE,11.0,PERSONAL,A,16000,6.91,0.2,N,5,0
1600,26,46800,RENT,0.0,EDUCATION,B,12500,11.86,0.27,N,3,0
1601,43,72000,RENT,5.0,MEDICAL,B,6000,12.42,0.08,N,17,0
1602,27,107450,MORTGAGE,11.0,PERSONAL,G,24000,20.86,0.22,Y,10,1
