,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
6042,29,30000,RENT,3.0,MEDICAL,B,5000,11.49,0.17,N,9,0
6043,23,45000,RENT,2.0,PERSONAL,B,11200,10.59,0.25,N,4,0
6044,34,80000,RENT,4.0,VENTURE,A,5000,7.343586937017764,0.06,N,9,0
6045,26,35000,MORTGAGE,3.0,PERSONAL,B,7200,10.59,0.21,N,3,0
6046,23,23421,RENT,3.0,MEDICAL,E,4500,17.99,0.19,Y,3,1
6047,35,35000,MORTGAGE,5.0,EDUCATION,B,5600,11.49,0.16,N,6,0
6048,39,29280,OWN,0.0,VENTURE,A,1800,7.37,0.06,N,11,0
6049,33,84000,MORTGAGE,9.0,EDUCATION,D,20000,14.61,0.24,Y,5,0
6050,22,24744,OWN,5.0,VENTURE,B,5000,11.89,0.2,N,2,0
6051,29,87500,RENT,2.0,EDUCATION,B,11200,11.009722222222223,0.13,N,8,0
6052,22,70000,OWN,3.0,MEDICAL,A,8000,5.79,0.11,N,3,0
6053,22,38000,RENT,0.0,EDUCATION,C,3000,10.28,0.08,N,3,0
6054,28,95827,MORTGAGE,11.0,EDUCATION,E,16000,14.5,0.17,N,7,0
6055,22,66000,RENT,6.0,PERSONAL,C,16800,13.49,0.25,Y,2,0
6056,23,78000,MORTGAGE,4.0,PERSONAL,B,15250,11.009722222222223,0.2,N,2,1
6057,23,35500,RENT,5.0,EDUCATION,B,3500,10.99,0.1,N,3,0
6058,42,30000,RENT,0.0,DEBTCONSOLIDATION,A,4200,7.49,0.14,N,13,0
6059,26,45000,MORTGAGE,5.0,PERSONAL,A,14650,7.49,0.33,N,2,0
6060,23,87000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,14.35,0.17,N,2,0
6061,50,74400,MORTGAGE,5.0,VENTURE,A,7000,7.49,0.09,N,14,0
6062,28,78000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,10000,9.91,0.13,N,5,0
6063,25,77000,RENT,9.0,VENTURE,B,19200,11.009722222222223,0.25,N,3,0
6064,22,60635,MORTGAGE,5.0,EDUCATION,C,6800,13.49,0.11,Y,2,0
6065,24,53000,RENT,0.0,EDUCATION,B,6000,11.49,0.11,N,2,0
6066,23,36000,OWN,1.0,MEDICAL,C,14600,12.61,0.41,Y,2,0
6067,35,80000,RENT,0.0,EDUCATION,B,7050,8.88,0.09,N,10,0
6068,32,84000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,0.18,N,7,0
6069,25,48360,MORTGAGE,9.0,EDUCATION,A,6000,7.66,0.12,N,3,0
6070,28,15000,RENT,1.0,MEDICAL,B,4800,10.99,0.32,N,8,1
6071,30,250000,OWN,8.0,MEDICAL,D,15000,15.99,0.06,Y,8,0
6072,54,120000,MORTGAGE,4.0,PERSONAL,A,17625,7.49,0.15,N,19,0
6073,26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,10000,14.59,0.08,Y,2,0
6074,32,28672,OWN,5.0,EDUCATION,C,4650,13.22,0.16,Y,5,0
6075,26,132500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,12.69,0.09,N,3,0
6076,27,65000,RENT,11.0,VENTURE,B,20000,11.009722222222223,0.31,N,5,1
6077,22,21996,RENT,0.0,MEDICAL,B,2500,11.89,0.11,N,2,0
6078,22,26400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.49,0.17,N,4,0
6079,23,45000,MORTGAGE,4.0,VENTURE,B,4725,11.99,0.1,N,2,0
6080,25,72000,RENT,1.0,VENTURE,B,6000,11.86,0.08,N,3,0
6081,26,48000,MORTGAGE,4.0,PERSONAL,A,10000,5.79,0.21,N,3,0
6082,24,105000,RENT,2.0,HOMEIMPROVEMENT,A,13800,7.66,0.13,N,3,0
6083,32,162000,RENT,5.0,VENTURE,A,20000,6.99,0.12,N,9,0
6084,22,31200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1050,7.51,0.03,N,4,1
6085,27,64000,MORTGAGE,12.0,EDUCATION,B,6000,11.009722222222223,0.09,N,6,1
6086,27,90000,RENT,11.0,HOMEIMPROVEMENT,B,16000,8.88,0.18,N,9,0
6087,23,57700,MORTGAGE,7.0,PERSONAL,B,3500,10.65,0.06,N,4,0
6088,28,28800,RENT,1.0,VENTURE,B,12250,10.59,0.43,N,9,1
6089,33,48000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6000,7.343586937017764,0.13,N,10,0
6090,29,31100,RENT,2.0,DEBTCONSOLIDATION,B,5000,9.63,0.16,N,8,0
6091,35,100000,RENT,3.0,PERSONAL,A,12000,7.88,0.12,N,6,0
6092,23,36000,MORTGAGE,7.0,EDUCATION,B,11000,11.009722222222223,0.31,N,3,0
6093,29,120000,RENT,1.0,MEDICAL,C,17500,12.87,0.15,N,5,0
6094,24,110000,MORTGAGE,8.0,PERSONAL,A,7500,6.17,0.07,N,2,0
6095,25,67000,MORTGAGE,0.0,EDUCATION,A,7000,8.63,0.1,N,3,0
6096,34,105000,RENT,0.0,PERSONAL,A,8000,8.38,0.08,N,8,0
6097,23,30000,RENT,3.0,VENTURE,B,5600,11.009722222222223,0.19,N,4,0
6098,24,83000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,28000,16.49,0.34,Y,3,1
6099,26,54000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,3600,12.69,0.07,N,4,1
6100,33,113000,MORTGAGE,15.0,MEDICAL,C,5000,13.49,0.04,Y,9,0
6101,32,45000,MORTGAGE,6.0,MEDICAL,A,6400,7.49,0.14,N,9,0
6102,33,62000,MORTGAGE,3.0,EDUCATION,A,10000,7.88,0.16,N,6,0
6103,30,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,6.62,0.2,N,7,0
6104,23,26000,RENT,2.0,MEDICAL,A,3525,6.62,0.14,N,4,0
6105,29,31632,RENT,2.0,PERSONAL,B,2100,11.009722222222223,0.07,N,6,0
6106,22,21000,RENT,4.0,EDUCATION,D,4750,15.333632075471698,0.23,N,2,0
6107,23,40000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.71,0.05,N,4,0
6108,32,47500,RENT,2.0,MEDICAL,B,5300,11.49,0.11,N,8,0
6109,23,60000,RENT,7.0,EDUCATION,D,4000,15.33,0.07,Y,2,0
6110,26,28944,OWN,10.0,EDUCATION,B,9000,11.009722222222223,0.31,N,4,0
6111,23,55000,MORTGAGE,0.0,EDUCATION,C,11075,13.49,0.2,N,3,0
6112,29,43958,MORTGAGE,3.0,VENTURE,A,7000,7.343586937017764,0.16,N,8,0
6113,26,75996,OWN,7.0,VENTURE,B,8000,11.83,0.11,N,3,0
6114,31,30000,RENT,0.0,DEBTCONSOLIDATION,B,3000,10.08,0.1,N,10,1
6115,28,108000,MORTGAGE,6.0,PERSONAL,B,27400,10.99,0.25,N,8,0
6116,24,95004,MORTGAGE,0.0,MEDICAL,C,18000,13.35,0.19,N,3,0
6117,31,29000,RENT,0.0,DEBTCONSOLIDATION,E,10000,13.75,0.34,N,8,1
6118,24,87504,OWN,9.0,VENTURE,B,7000,8.88,0.08,N,3,0
6119,32,235000,RENT,1.0,PERSONAL,C,25000,12.53,0.11,Y,7,0
6120,31,39000,RENT,2.0,PERSONAL,C,7000,13.458465745538284,0.18,N,9,0
6121,30,50000,RENT,2.0,DEBTCONSOLIDATION,C,2000,14.79,0.04,Y,6,0
6122,36,37000,MORTGAGE,3.0,PERSONAL,A,7000,6.91,0.19,N,13,0
6123,26,34000,RENT,1.0,VENTURE,C,5500,13.11,0.16,N,3,0
6124,36,32004,RENT,3.0,MEDICAL,B,5000,10.62,0.16,N,13,0
6125,24,71000,RENT,8.0,VENTURE,B,11200,11.36,0.16,N,3,0
6126,37,42000,MORTGAGE,5.8144274642843605,DEBTCONSOLIDATION,A,3000,6.17,0.07,N,13,1
6127,22,72000,RENT,0.0,MEDICAL,A,8000,7.9,0.11,N,4,0
6128,22,26124,RENT,2.0,EDUCATION,A,7125,5.79,0.27,N,2,0
6129,23,54000,RENT,7.0,EDUCATION,D,2500,16.32,0.05,Y,2,0
6130,21,26784,MORTGAGE,4.015718639527536,EDUCATION,A,2000,6.99,0.07,N,3,1
6131,24,40000,MORTGAGE,9.0,MEDICAL,B,2125,11.11,0.05,N,4,0
6132,21,42000,RENT,2.0,PERSONAL,D,5000,15.333632075471698,0.12,N,4,1
6133,53,55000,RENT,1.0,HOMEIMPROVEMENT,A,9500,5.42,0.17,N,26,0
6134,22,63000,MORTGAGE,3.0,PERSONAL,A,10000,8.94,0.16,N,4,0
6135,24,110000,MORTGAGE,5.0,VENTURE,B,15000,10.25,0.14,N,4,0
6136,39,47471,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,7.51,0.11,N,14,0
6137,26,31200,RENT,8.0,EDUCATION,A,5000,8.63,0.16,N,2,0
6138,33,110000,RENT,3.0,VENTURE,C,10000,13.57,0.09,Y,9,0
6139,23,65488,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.86,0.15,N,3,0
6140,27,59578,RENT,11.0,HOMEIMPROVEMENT,D,6000,14.59,0.1,Y,7,0
6141,26,60000,RENT,4.0,EDUCATION,C,9000,12.68,0.15,N,4,0
6142,23,52000,RENT,5.0,PERSONAL,D,4600,14.96,0.09,N,2,1
6143,43,47840,RENT,27.0,PERSONAL,B,15000,12.42,0.31,N,12,1
6144,38,200000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000,7.68,0.01,N,12,0
6145,25,53000,MORTGAGE,9.0,VENTURE,C,12375,13.49,0.23,Y,3,0
6146,35,90000,RENT,0.0,VENTURE,B,12000,10.99,0.13,N,9,0
6147,30,76200,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3200,8.49,0.04,N,7,0
6148,37,45000,RENT,11.0,PERSONAL,B,6000,11.009722222222223,0.13,N,16,0
6149,26,42000,RENT,2.0,MEDICAL,C,5000,11.91,0.12,Y,2,0
6150,32,32004,RENT,16.0,MEDICAL,B,4000,11.49,0.12,N,9,0
6151,48,56000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,6.99,0.27,N,14,0
6152,24,63508,MORTGAGE,8.0,HOMEIMPROVEMENT,B,2500,11.14,0.04,N,4,1
6153,26,45000,OWN,2.0,MEDICAL,C,7000,13.458465745538284,0.16,N,3,0
6154,22,76875,MORTGAGE,0.0,MEDICAL,A,13750,7.343586937017764,0.18,N,4,0
6155,24,32000,RENT,2.0,HOMEIMPROVEMENT,E,4000,17.93,0.13,N,3,1
6156,22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,0.2,Y,4,0
6157,29,38000,MORTGAGE,3.0,EDUCATION,D,6000,15.21,0.16,Y,9,0
6158,23,55000,RENT,4.0,VENTURE,A,4500,8.49,0.08,N,3,0
6159,29,45000,RENT,4.0,VENTURE,B,10000,12.42,0.22,N,7,0
6160,23,34000,RENT,1.0,VENTURE,C,9500,13.458465745538284,0.28,N,3,1
6161,22,50000,OWN,2.0,VENTURE,C,6000,14.22,0.12,N,2,0
6162,23,20400,RENT,3.0,DEBTCONSOLIDATION,A,4000,8.94,0.2,N,4,0
6163,28,25596,RENT,12.0,VENTURE,B,3000,11.009722222222223,0.12,N,9,0
6164,32,40000,RENT,1.0,DEBTCONSOLIDATION,C,9600,13.48,0.24,Y,5,0
6165,25,44004,RENT,9.0,MEDICAL,E,12000,16.45,0.27,Y,4,0
6166,24,62000,MORTGAGE,8.0,VENTURE,E,20000,16.7,0.32,N,2,0
6167,28,48000,MORTGAGE,1.0,EDUCATION,A,10000,6.92,0.21,N,8,0
6168,24,75200,OWN,5.0,EDUCATION,A,6500,7.14,0.09,N,2,0
6169,30,42000,RENT,1.0,PERSONAL,B,1600,10.37,0.04,N,6,0
6170,23,100000,MORTGAGE,7.0,PERSONAL,D,35000,16.77,0.35,N,3,0
6171,28,130000,MORTGAGE,0.0,EDUCATION,A,9000,8.0,0.07,N,6,0
6172,21,36184,OWN,2.0,PERSONAL,B,12000,9.99,0.33,N,4,0
6173,27,40000,RENT,11.0,MEDICAL,B,16000,9.91,0.4,N,9,1
6174,24,47000,MORTGAGE,3.0,MEDICAL,B,12000,12.21,0.26,N,3,0
6175,25,81000,OWN,9.0,VENTURE,D,12000,15.333632075471698,0.15,Y,2,0
6176,22,30000,MORTGAGE,6.0,VENTURE,A,2000,5.42,0.07,N,2,0
6177,31,85000,RENT,5.0,PERSONAL,C,12000,15.27,0.14,N,8,0
6178,24,74700,MORTGAGE,4.0,VENTURE,B,19750,11.12,0.26,N,3,0
6179,40,32400,RENT,6.151685368926266,HOMEIMPROVEMENT,A,6000,7.9,0.19,N,15,1
6180,29,59520,RENT,13.0,HOMEIMPROVEMENT,A,9000,5.42,0.15,N,9,0
6181,23,95000,RENT,6.0,EDUCATION,B,15000,9.88,0.16,N,4,0
6182,24,52000,RENT,4.0,DEBTCONSOLIDATION,A,3500,7.68,0.07,N,2,0
6183,24,75000,RENT,4.0,VENTURE,A,10000,6.62,0.13,N,4,0
6184,24,70000,RENT,2.0,EDUCATION,C,8000,14.72,0.11,Y,3,0
6185,23,60000,RENT,1.0,MEDICAL,B,3000,10.25,0.05,N,4,0
6186,23,120000,RENT,1.0,PERSONAL,B,7000,10.75,0.06,N,2,0
6187,25,68250,MORTGAGE,3.0,EDUCATION,A,17000,7.343586937017764,0.25,N,3,0
6188,31,77000,MORTGAGE,4.0,VENTURE,C,10000,14.65,0.13,N,5,0
6189,32,52000,RENT,3.0,EDUCATION,A,12000,7.29,0.23,N,6,0
6190,34,18000,RENT,0.0,MEDICAL,B,1500,11.48,0.08,N,6,1
6191,26,150000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,14000,10.36,0.09,N,3,0
6192,27,44000,RENT,1.0,VENTURE,D,5000,16.89,0.11,Y,10,1
6193,29,45000,RENT,0.0,MEDICAL,C,12000,12.99,0.27,N,8,0
6194,30,85000,MORTGAGE,14.0,MEDICAL,A,6000,5.42,0.07,N,8,0
6195,23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0.12,N,3,0
6196,29,22000,RENT,0.0,DEBTCONSOLIDATION,B,8000,11.009722222222223,0.36,N,5,1
6197,22,38117,MORTGAGE,0.0,PERSONAL,B,13500,11.83,0.35,N,4,0
6198,28,49000,MORTGAGE,5.0,MEDICAL,B,4750,10.25,0.1,N,8,0
6199,25,48000,RENT,2.0,MEDICAL,C,6000,12.99,0.13,Y,3,0
6200,39,30000,RENT,3.0,DEBTCONSOLIDATION,C,2300,14.79,0.08,Y,15,0
6201,26,54011,RENT,10.0,EDUCATION,D,9500,16.29,0.18,N,2,0
6202,26,33000,RENT,6.0,EDUCATION,B,4800,12.69,0.15,N,4,0
6203,39,23000,OWN,6.0,MEDICAL,A,6400,8.9,0.28,N,14,0
6204,33,78000,MORTGAGE,17.0,MEDICAL,C,3200,13.49,0.04,N,6,0
6205,22,37800,MORTGAGE,7.0,EDUCATION,B,7200,10.99,0.19,N,2,0
6206,26,175000,RENT,2.0,EDUCATION,B,17000,9.88,0.1,N,2,0
6207,25,30000,RENT,4.0,MEDICAL,C,1400,13.11,0.05,N,2,0
6208,21,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,13250,13.99,0.44,N,3,1
6209,27,52000,RENT,5.0,MEDICAL,B,26000,10.99,0.5,N,10,1
6210,35,38000,RENT,0.0,MEDICAL,A,1500,7.4,0.04,N,6,0
6211,28,19000,RENT,1.0,DEBTCONSOLIDATION,B,9250,11.49,0.49,N,7,1
6212,26,35000,RENT,10.0,PERSONAL,D,8000,15.333632075471698,0.23,N,3,0
6213,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0.27,Y,4,0
6214,22,72000,MORTGAGE,1.0,PERSONAL,C,8500,15.96,0.12,N,2,1
6215,22,41000,RENT,7.0,PERSONAL,A,4000,7.51,0.1,N,3,1
6216,25,40000,RENT,0.0,VENTURE,B,5925,11.11,0.15,N,3,0
6217,41,38500,RENT,6.0,MEDICAL,A,7500,8.49,0.19,N,12,0
6218,29,58000,RENT,4.0,MEDICAL,C,15000,13.16,0.26,Y,5,0
6219,24,66000,MORTGAGE,8.0,MEDICAL,A,15000,6.54,0.23,N,4,0
6220,27,45000,RENT,4.0,PERSONAL,B,6500,10.99,0.14,N,8,0
6221,28,53544,RENT,12.0,MEDICAL,C,1800,13.458465745538284,0.03,Y,8,0
6222,25,30000,RENT,4.0,EDUCATION,B,5000,11.86,0.17,N,2,0
6223,23,90000,MORTGAGE,7.0,EDUCATION,B,8000,10.36,0.09,N,3,0
6224,24,12000,RENT,0.0,PERSONAL,A,3200,5.99,0.27,N,3,1
6225,23,30159,RENT,0.0,EDUCATION,B,5000,11.12,0.17,N,2,0
6226,34,75000,RENT,4.0,DEBTCONSOLIDATION,B,14000,12.69,0.19,N,7,0
6227,24,54000,MORTGAGE,9.0,MEDICAL,C,15600,13.61,0.29,Y,4,0
6228,34,42000,RENT,5.0,VENTURE,C,6000,14.22,0.14,N,10,0
6229,50,56000,RENT,2.0,HOMEIMPROVEMENT,C,15000,13.47,0.27,N,15,0
6230,26,74000,MORTGAGE,1.0,MEDICAL,A,3000,6.76,0.04,N,3,0
6231,31,60000,MORTGAGE,16.0,VENTURE,A,8800,7.51,0.15,N,9,0
6232,22,25788,OWN,2.0,VENTURE,B,3500,12.18,0.14,N,2,0
6233,26,35000,RENT,5.0,VENTURE,C,13225,13.49,0.38,Y,3,1
6234,26,75000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.17,0.13,N,4,0
6235,43,65000,MORTGAGE,27.0,VENTURE,A,6000,7.49,0.09,N,17,0
6236,26,51000,RENT,10.0,MEDICAL,B,5000,12.42,0.1,N,4,1
6237,22,43000,MORTGAGE,0.0,EDUCATION,A,5000,7.14,0.12,N,2,0
6238,23,90000,MORTGAGE,6.0,PERSONAL,B,15000,9.99,0.17,N,3,1
6239,26,85000,MORTGAGE,4.0,MEDICAL,B,2750,9.33,0.03,N,3,1
6240,41,36000,MORTGAGE,5.0,VENTURE,A,2500,7.9,0.07,N,12,0
6241,23,34780,RENT,5.0,PERSONAL,D,7500,12.61,0.22,N,4,0
6242,27,69996,RENT,1.0,PERSONAL,B,6000,11.86,0.09,N,6,0
6243,22,32647,RENT,7.0,VENTURE,B,10000,11.48,0.31,N,3,1
6244,25,58000,RENT,6.0,VENTURE,C,18000,13.458465745538284,0.31,N,4,1
6245,22,45004,RENT,1.0,PERSONAL,C,9000,14.35,0.2,Y,4,0
6246,26,50049,RENT,5.0,DEBTCONSOLIDATION,C,8000,12.99,0.16,N,3,0
6247,27,34000,RENT,4.0,MEDICAL,G,14000,19.82,0.41,N,10,1
6248,22,66000,RENT,2.0,EDUCATION,A,2400,7.4,0.04,N,2,0
6249,23,85000,MORTGAGE,4.0,EDUCATION,A,3000,6.03,0.04,N,3,0
6250,29,72500,MORTGAGE,2.0,MEDICAL,C,7000,13.79,0.1,Y,8,0
6251,39,70000,MORTGAGE,6.0,EDUCATION,A,10000,6.17,0.14,N,15,0
6252,24,26000,RENT,1.0,MEDICAL,C,5375,13.47,0.21,Y,4,0
6253,24,16800,RENT,4.35297654416944,VENTURE,B,1000,11.49,0.06,N,3,0
6254,23,30000,OWN,4.240557242622138,VENTURE,A,7000,7.49,0.23,N,3,0
6255,29,90000,RENT,0.0,VENTURE,B,23475,11.58,0.26,N,6,0
6256,38,85000,MORTGAGE,5.0,VENTURE,A,10000,7.343586937017764,0.12,N,12,0
6257,24,48000,RENT,7.0,PERSONAL,C,10000,14.22,0.21,Y,4,0
6258,22,48996,RENT,6.0,PERSONAL,B,6000,11.009722222222223,0.12,N,2,0
6259,35,35000,RENT,10.0,PERSONAL,D,8600,15.99,0.25,N,5,0
6260,27,125000,RENT,8.0,EDUCATION,D,7500,15.333632075471698,0.06,N,5,0
6261,24,143123,MORTGAGE,2.0,PERSONAL,D,4000,12.61,0.03,N,4,0
6262,25,42000,OWN,6.0,EDUCATION,A,18000,7.343586937017764,0.43,N,2,0
6263,26,46000,RENT,4.0,DEBTCONSOLIDATION,A,9000,7.14,0.2,N,3,0
6264,23,50000,RENT,7.0,MEDICAL,A,10000,7.343586937017764,0.2,N,2,0
6265,22,40000,RENT,2.0,VENTURE,A,11200,7.88,0.28,N,2,0
6266,38,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6000,13.99,0.17,N,16,0
6267,22,27996,MORTGAGE,4.0,MEDICAL,D,3250,15.21,0.12,N,2,1
6268,29,30000,MORTGAGE,2.0,MEDICAL,A,6500,8.59,0.22,N,10,0
6269,38,50004,RENT,2.0,HOMEIMPROVEMENT,C,6000,13.79,0.12,Y,11,0
6270,33,114996,MORTGAGE,0.0,PERSONAL,B,7450,11.71,0.06,N,5,0
6271,27,129900,MORTGAGE,11.0,MEDICAL,B,3100,11.11,0.02,N,8,0
6272,25,54900,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3000,10.99,0.05,N,2,0
6273,33,30000,RENT,2.0,MEDICAL,E,6000,19.42,0.2,Y,9,1
6274,41,42000,RENT,5.0,DEBTCONSOLIDATION,C,2000,13.23,0.05,Y,15,0
6275,24,32400,RENT,0.0,MEDICAL,C,1200,13.11,0.04,Y,2,0
6276,23,41000,RENT,2.0,DEBTCONSOLIDATION,C,3000,11.03,0.07,Y,4,0
6277,40,165000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,9000,7.51,0.05,N,16,0
6278,25,46000,RENT,9.0,DEBTCONSOLIDATION,C,20000,11.78,0.43,Y,2,1
6279,57,15000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,3000,12.68,0.2,N,23,1
6280,21,15300,RENT,5.0,HOMEIMPROVEMENT,B,3150,10.99,0.21,N,4,1
6281,27,156000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5000,6.54,0.03,N,5,0
6282,23,75000,MORTGAGE,7.0,EDUCATION,B,7100,9.25,0.09,N,2,0
6283,26,39996,OWN,10.0,VENTURE,C,7000,13.57,0.18,Y,3,0
6284,25,52704,MORTGAGE,6.0,DEBTCONSOLIDATION,A,11000,8.94,0.21,N,3,0
6285,24,108000,OTHER,5.0,EDUCATION,B,10000,9.7,0.09,N,4,0
6286,23,38004,RENT,5.0,EDUCATION,A,5000,6.91,0.13,N,4,0
6287,22,78000,OWN,6.0,PERSONAL,A,4000,7.74,0.05,N,4,0
6288,23,52000,RENT,1.0,PERSONAL,A,5000,7.49,0.1,N,3,0
6289,27,52000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,6.99,0.15,N,8,0
6290,44,82000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8400,12.84,0.1,Y,17,1
6291,25,80266,RENT,5.0,MEDICAL,B,6875,11.86,0.09,N,2,0
6292,23,50000,RENT,8.0,MEDICAL,B,5825,10.65,0.12,N,2,0
6293,27,275000,RENT,7.0,HOMEIMPROVEMENT,D,10000,14.91,0.04,Y,10,0
6294,22,60000,OWN,0.0,VENTURE,A,13250,7.9,0.22,N,3,0
6295,21,16200,RENT,3.0,EDUCATION,A,1200,7.49,0.07,N,3,0
6296,29,70000,RENT,3.0,PERSONAL,A,12300,8.49,0.18,N,8,0
6297,26,74000,RENT,3.0,PERSONAL,B,9000,10.0,0.12,N,3,0
6298,26,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,6.62,0.11,N,4,0
6299,25,31500,MORTGAGE,4.465395845716742,EDUCATION,A,8250,7.51,0.26,N,4,0
6300,52,75400,RENT,0.0,DEBTCONSOLIDATION,A,6125,7.74,0.08,N,18,0
6301,31,40000,RENT,5.0,MEDICAL,C,2500,13.23,0.06,Y,5,0
6302,26,113050,MORTGAGE,4.0,MEDICAL,B,9000,12.53,0.07,N,4,1
6303,26,48000,RENT,2.0,EDUCATION,A,10700,9.63,0.22,N,4,0
6304,23,54400,RENT,2.0,MEDICAL,D,5000,16.49,0.08,N,4,1
6305,30,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,11.009722222222223,0.15,N,8,0
6306,37,780000,RENT,9.0,HOMEIMPROVEMENT,B,7500,12.18,0.01,N,15,0
6307,23,70000,RENT,4.0,EDUCATION,B,6000,11.49,0.09,N,4,0
6308,33,400000,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0.04,N,10,0
6309,24,32000,RENT,4.0,HOMEIMPROVEMENT,B,12800,12.42,0.4,N,3,1
6310,27,73000,MORTGAGE,11.0,PERSONAL,A,10000,5.79,0.14,N,8,0
6311,29,50000,OWN,3.0,MEDICAL,B,4200,9.91,0.08,N,6,0
6312,33,67000,RENT,8.0,HOMEIMPROVEMENT,C,18000,13.11,0.27,Y,7,1
6313,27,33600,RENT,4.0,PERSONAL,B,3200,11.99,0.1,N,9,0
6314,29,30000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,8000,12.84,0.27,N,8,0
6315,30,75000,RENT,8.0,PERSONAL,D,5600,15.99,0.07,N,7,0
6316,23,52360,MORTGAGE,4.240557242622138,VENTURE,D,15000,16.49,0.29,Y,2,0
6317,38,17760,OWN,5.926846765831662,MEDICAL,C,2800,13.458465745538284,0.16,N,16,1
6318,24,44000,RENT,1.0,MEDICAL,A,3200,8.0,0.07,N,2,0
6319,29,54000,MORTGAGE,8.0,MEDICAL,D,14800,15.31,0.27,Y,10,1
6320,38,23868,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7750,12.53,0.32,N,14,1
6321,25,96050,MORTGAGE,3.0,MEDICAL,E,35000,19.29,0.31,N,2,1
6322,25,150000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000,10.25,0.17,N,2,0
6323,22,28000,RENT,6.0,DEBTCONSOLIDATION,B,7125,11.009722222222223,0.25,N,4,0
6324,43,45000,OWN,6.48894327356817,MEDICAL,B,2000,11.49,0.04,N,17,0
6325,31,78996,RENT,5.0,HOMEIMPROVEMENT,A,6000,7.51,0.08,N,8,1
6326,24,41628,RENT,6.0,DEBTCONSOLIDATION,C,6000,11.28,0.14,Y,2,1
6327,29,45756,RENT,7.0,EDUCATION,B,7500,10.0,0.16,N,7,0
6328,23,32640,RENT,5.0,VENTURE,B,4800,11.99,0.15,N,3,0
6329,57,170000,RENT,5.0,HOMEIMPROVEMENT,C,6300,13.11,0.04,N,26,0
6330,28,38295,RENT,5.0,PERSONAL,C,12000,13.458465745538284,0.31,N,7,1
6331,23,50000,RENT,4.0,VENTURE,D,4000,14.96,0.08,N,3,0
6332,38,67000,RENT,6.0,HOMEIMPROVEMENT,D,13000,15.333632075471698,0.19,N,17,0
6333,21,24996,RENT,1.0,DEBTCONSOLIDATION,C,5000,13.458465745538284,0.2,Y,3,0
6334,23,69000,RENT,1.0,EDUCATION,D,9000,14.09,0.13,Y,3,1
6335,25,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.51,0.09,N,3,1
6336,24,87000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000,8.59,0.14,N,3,0
6337,25,51000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7600,12.23,0.15,N,3,0
6338,33,89004,RENT,2.0,PERSONAL,F,20000,17.58,0.22,Y,6,1
6339,24,110000,MORTGAGE,0.0,EDUCATION,D,13200,15.28,0.12,N,3,0
6340,32,41600,MORTGAGE,2.0,VENTURE,B,13200,11.71,0.32,N,7,0
6341,26,17376,RENT,1.0,VENTURE,B,6000,10.99,0.35,N,3,1
6342,23,50000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.25,0.1,N,2,0
6343,29,18000,RENT,5.0,HOMEIMPROVEMENT,B,5375,12.69,0.3,N,9,1
